Term DocID TF Positions
research 4 127 60,90,111,277,1349,1485,1517,1552,1575,2459,2489,2499,2905,2907,2976,3132,3607,4094,5544,5646,5661,5753,5761,6360,6458,6470,6486,6516,6526,6548,6554,7676,7897,8359,10177,10633,11279,11340,11357,11933,12017,12159,12204,13958,13994,14044,14219,14230,14853,16578,16667,16732,16739,17015,17783,18513,19189,19566,20700,22674,24309,24367,25684,26878,26939,27446,27489,27692,27819,27957,29180,30418,30496,32127,32312,32742,32885,33840,33861,34148,34219,34325,34391,34474,34501,34551,34903,35014,35076,35526,35702,36496,37026,37030,37688,38187,39380,39882,39935,39961,40095,40492,41573,41810,42088,43417,43446,43461,43505,43514,43522,43550,43555,43574,43579,43608,44012,44057,45005,47106,47390,48532,49260,49529,49544,49606,49835
reserv 4 2 8872,24787
resettl 4 4 38488,38495,38500,38643
resid 4 76 186,6191,6214,6253,6296,7826,8064,8466,8525,9481,9509,11596,11622,11918,12424,12479,12499,12515,12537,12548,12613,12820,12918,13420,13529,13971,14038,15010,15440,15954,16082,16134,16485,16600,16610,16616,16821,17766,18313,19380,19459,20541,22829,24069,24183,24617,24646,25018,27686,27839,29031,31863,31913,31960,31995,32023,33252,33851,33913,33952,34289,35027,36479,36760,38134,38194,38360,40178,43290,43350,44251,45109,47580,47596,48494,48506
residenti 4 9 11902,12692,13546,13555,13564,15781,16830,19249,47511
resign 4 1 7553
resili 4 8 19206,19302,19332,39393,39405,39451,39553,45880
resnik 4 1 28749
resolut 4 3 26704,31245,49663
resolv 4 2 31216,31284
resort 4 1 37787
resourc 4 45 1646,3171,3175,5511,8649,9236,11371,16711,16797,16843,16975,17132,17203,17281,18824,19033,19794,21439,22204,25073,25198,26015,26701,28456,29611,29628,29726,29831,29846,29978,29991,31481,33218,33453,33695,34414,34533,34686,35079,35117,35154,40382,42099,44335,46802
respect 4 7 12565,31495,31940,33845,34366,43010,45337
respiratori 4 1 32560
respond 4 32 9831,15493,17673,18746,19425,21637,23778,27719,29809,31204,32169,32383,32415,33044,33045,39673,40869,42987,43260,44575,44596,44608,44621,44635,44656,46403,46490,46494,46578,46580,46817,47732
respons 3 1 846
respons 4 30 7509,16654,18771,21240,21316,21345,26227,28031,28058,28660,30372,31908,32571,33039,34539,41236,42851,43216,45437,46069,46254,46315,46375,46396,46443,46465,46556,46662,46765,46806
restaur 4 2 17417,17467
restrict 4 1 36364
restructur 4 1 7326
result 1 1 591
result 3 3 2265,2286,2352
result 4 134 182,421,425,514,782,1468,1779,2334,2640,3289,3487,3772,3814,3833,3988,4435,4728,4745,5116,5329,5559,5597,5973,6100,6280,6327,6566,6714,6819,8103,8267,8542,9675,9839,10421,10722,10799,10934,11452,12585,12810,13020,13040,13052,13323,13497,13786,14102,16119,16149,16874,17727,17729,17792,18282,18588,19037,19256,19877,20466,20834,21096,21718,22393,22598,23072,23312,23529,23829,24780,24872,24999,25279,25460,25495,25724,25778,25799,26119,26766,27230,27539,28357,28664,29502,29522,29757,30631,31046,32162,32268,32469,32839,33022,33068,33116,33119,33354,34583,34647,34866,35012,35090,35279,35347,35975,36372,36425,37088,37478,37502,37689,37772,38425,38836,39138,39688,40252,40891,41654,41872,43624,44107,46196,46264,46430,46521,46986,47242,48033,48329,48788,49118,49261
retail 4 3 16184,16836,17606
retain 4 2 16589,40527
retard 3 1 2541
retent 3 1 1047
retent 4 2 5110,16666
rethink 4 1 3837
retir 4 1 2919
retrospect 4 5 22334,27479,45529,45576,45670
return 4 6 4429,4481,12549,20528,41406,41492
reuben 4 1 14846
reus 4 1 7655
reveal 1 4 116,179,470,663
reveal 4 11 372,5517,10800,12622,12776,18615,19257,27727,40542,44380,44736
reveno 3 1 2551
revers 4 1 25984
review 3 4 467,888,1086,2792
review 4 18 1502,1519,1543,1962,4246,5565,21417,23036,23074,29496,30739,30943,35769,35832,36787,37678,38106,45980
revis 1 4 1210,1248,1264,1281
revis 4 1 21943
reynold 3 1 317
rf 1 1 1252
rf 4 1 25730
rg 4 4 27155,27287,27338,27352
rhio 4 3 9439,9537,9586
rhode 4 1 44782
ribeiro 4 3 26187,26191,26493
rican 4 1 41635
rice 4 2 4593,42487
rich 4 6 604,10187,15060,15159,35104,35458
richard 4 6 12197,14587,21527,29675,36491,41805
richardson 4 2 30047,41080
richer 4 1 40630
richest 4 1 15287
rick 4 1 16716
ridella 4 1 17586
right 4 4 4499,7156,47662,47887
rigor 4 1 43577
rinner 4 1 47093
rise 3 1 37
rise 4 7 30843,33551,44812,46107,46130,46312,46335
risk 1 1 392
risk 2 4 276,326,381,423
risk 3 11 601,785,917,983,1664,1673,1693,1705,2248,2598,2777
risk 4 133 63,79,142,161,251,319,395,439,452,2992,3213,3335,3368,3867,3908,3953,3970,4101,4531,4705,4775,5496,6063,7732,8450,8538,9490,10269,10323,12657,13925,14339,14402,14495,17386,17949,18018,18030,18068,18117,18161,18467,18503,18522,18674,18690,20135,20223,20230,20458,20613,21521,21620,21655,21921,22622,22656,22741,23048,23079,23097,23106,23156,23417,23437,23479,23675,23769,23814,23857,23863,23900,23937,24204,24553,24582,24655,26963,27507,27542,29173,29219,29250,30195,32306,32661,32698,33098,33102,35327,35445,38206,38976,39391,39403,39544,39552,39896,40084,40762,40771,40823,40835,40858,41038,41155,41552,41581,41594,41750,41942,41980,42004,42049,42062,42075,42107,42144,42163,45848,45864,45899,45943,45994,46039,46054,46062,46088,48206,48450,48644,48889,49046
riski 4 3 83,4078,39879
riskier 4 1 39659
ritchi 4 1 12429
ritual 4 1 31646
rn 4 14 1128,1132,1136,1141,5379,10054,10290,23213,32363,32368,32611,38479,39322,39327
rntcp 4 2 21948,22055
road 4 2 4190,33379
roadway 4 1 47548
robberi 4 1 14701
robert 4 10 1123,3888,9451,10050,21561,23985,37261,41300,43699,46359
roberto 1 1 1342
robin 4 2 39572,44771
robust 4 2 2649,24673
robyn 4 3 32351,46109,46348
rochest 4 2 9457,9472
rockvill 4 2 43427,43438
rodwel 4 1 21533
role 4 23 945,2437,10858,10907,11101,11205,13936,15414,15543,16561,19352,20273,20791,20900,31389,31614,32390,34072,37951,45500,46838,47869,49383
ron 4 1 16223
room 4 6 410,17270,20015,30846,30919,31042
root 4 5 4536,31291,33350,38008,47678
rosalyn 4 1 35249
rosenbaum 3 1 2553
rossen 3 1 863
rotat 4 1 13481
rothenberg 4 1 27651
roueiheb 4 1 18946
rough 4 2 17869,18131
round 1 1 345
round 4 1 38416
rout 4 3 4219,4226,4261
routin 4 5 4632,7096,30099,36933,38369
rouyer 4 1 49302
rr 3 5 1695,1715,1732,2209,2262
rr 4 5 11015,11028,11038,17991,18007
rt 4 1 20647
rubin 4 2 30034,41074
rule 4 3 46126,46146,46320
run 3 1 1158
run 4 3 3240,3354,46785
runaway 4 1 3193
runnel 4 2 8152,16214
rural 4 14 8377,15104,15155,15272,17881,24481,24622,24678,28462,28465,28518,34293,35869,42250
russel 4 1 16219
russia 4 2 27041,27143
russian 4 1 27137
ruta 4 1 27873
rwanda 4 3 48639,48683,48742
ryder 4 1 13395
sa 4 10 28196,28245,28291,39031,39108,39152,39174,39211,39226,39260
sabin 4 1 4358
sacobi 4 1 24966
safe 3 2 136,2760
safe 4 8 4260,8652,23664,32556,38630,45912,46329,46495
safer 4 4 9309,37876,38079,44885
safeti 3 3 93,1131,2002
safeti 4 19 7214,7330,8920,14064,14135,14186,14540,14642,14729,14769,14779,14796,24171,30161,34185,35575,37132,46108,46234
sage 4 2 2698,2736
saha 4 1 15073
saharan 4 5 2478,2598,22937,22975,43127
sain 4 1 49306
salgado 4 1 42490
saliba 4 1 48473
salient 4 2 2901,26888
salisburi 4 2 8160,16210
salivari 4 2 20909,21015
salmon 4 1 11868
salmonella 4 1 38269
salt 3 2 355,377
saluja 4 1 31219
salvador 4 1 38011
sam 4 2 8140,16199
samhsa 4 4 41117,41304,41310,41455
samoel 4 1 32870
sampl 2 1 155
sampl 3 1 1723
sampl 4 55 123,1254,1710,2999,4702,9841,10329,10655,10670,12943,12952,12958,14287,14309,14656,15446,15476,15495,15510,15521,15575,15689,15947,17633,18992,19255,19605,21010,21017,21639,23522,23780,24394,27715,29753,31154,32930,32965,33015,36361,39076,39144,39675,40766,40871,41838,42113,44016,44091,45185,45229,48004,48267,48274,48544
san 4 7 10939,21570,29141,29181,34552,44793,44841
sandeep 4 1 557
sander 3 1 1070
sandra 4 1 4595
sandro 4 4 11606,15345,18482,45063
sanit 4 4 716,2686,6211,34178
santiago 4 4 17818,17864,17903,18163
santo 4 1 2120
sar 4 1 32511
sara 4 5 7937,18478,22632,30309,47350
sarah 4 6 9206,13135,44461,46601,46615,46621
saran 4 2 3168,11368
satellit 4 4 7739,7782,7801,8380
satisfact 4 18 479,7306,17714,26331,26375,26450,26468,26502,26547,26562,26677,26695,26716,34598,34656,43091,43194,43368
satisfi 4 2 472,29530
saurabh 4 1 31218
savag 4 1 11144
sawada 4 3 8139,16202,16997
sbirt 4 1 41196
sc 4 1 12185
sca 4 1 26361
scale 4 22 1484,6645,9892,18444,19012,21045,21088,23176,26143,26478,26538,26585,26645,26676,26685,26692,26734,26776,27225,29912,40100,43217
scan 4 2 10964,30213
scar 4 1 21756
scarc 4 1 32422
scarciti 4 1 45365
scd 4 2 5553,10289
schaefer 4 1 13948
scheme 4 1 19136
schempf 4 1 14248
scholar 4 1 1462
school 2 1 4
school 4 128 39,127,870,972,980,1024,1032,1096,1146,1227,1377,1406,1534,2204,2223,2229,2265,2302,2625,2870,2957,2964,3586,3625,3944,4027,4129,4147,4263,5803,6107,7223,7236,7247,7257,7951,8005,8421,9279,9416,9468,10058,10481,10881,13406,14257,14560,15608,15617,15629,15888,16446,16463,16473,16514,17330,17831,20124,20442,20935,21572,23695,23716,23725,24073,24279,25228,25239,25922,25950,26003,26037,26055,26089,27132,27655,27739,28095,28766,29787,30058,30071,30469,31775,31787,31854,32094,32371,32602,32622,32639,33510,33587,33599,33619,34227,34235,34263,34385,37272,37982,38472,38626,38737,39588,39739,39870,40784,40803,40810,41088,42240,42259,43109,43450,43981,45155,46862,47492,47504,47759,48151,48158,48176,48263,48278,48292,48974
schootman 4 1 10873
schulz 4 1 17580
schwartz 4 2 20931,39914
scienc 4 11 3592,5794,7502,8321,15613,20280,20359,25953,29685,34412,43560
scientif 4 4 13768,25683,25703,43594
scientist 4 6 10146,37031,43528,43600,43615,46689
scope 4 1 24721
score 4 23 6291,6790,10353,10455,10747,11718,11735,11772,11796,11824,17387,19753,27319,30201,30602,30613,36584,39213,48056,48064,48068,48367,48381
scott 4 3 12437,30974,35251
screen 3 1 654
screen 4 42 252,326,341,355,387,400,493,4583,4666,4676,4713,4814,16530,21668,25245,30017,30100,30120,30145,30168,30179,30200,30225,30287,32233,32281,32344,35235,35305,35329,35392,36846,37441,41067,41138,41186,41208,41246,41267,41774,48326,49684
screener 4 1 35385
sd 4 8 22401,22408,23844,23870,23910,23916,29767,40897
sean 4 3 31224,37896,39316
search 4 6 30564,30575,30646,36801,47293,47693
searo 4 2 34028,35744
seattl 4 1 10942
sebastian 4 1 22638
secondari 1 1 1051
secondari 3 1 1476
secondari 4 5 5451,22105,48150,48262,48433
secretari 4 1 42765
section 4 13 2,6,5902,7978,10164,10637,15942,19220,20999,23274,29736,47701,47994
sector 4 8 709,773,1651,21373,28470,35907,45905,49445
secur 4 9 397,6565,6666,6837,6891,7030,30024,30282,33376
sedat 4 1 39202
see 4 1 361
seed 4 2 1357,23774
seek 4 17 1665,5674,9510,11427,16552,29073,30429,30914,31488,31523,33822,34737,35045,37826,38219,40025,40043
seeker 4 1 40019
seer 4 3 10935,10991,11091
segment 1 19 37,87,96,130,136,158,165,276,312,429,440,484,490,538,545,632,725,736,838
segment 4 7 12745,12793,12798,12817,28496,32119,48825
segreg 4 1 13581
seguridad 4 1 38081
seizur 1 2 76,386
sekolah 4 1 48297
selangor 4 4 42212,48160,48301,48308
seldom 4 2 36925,36941
select 1 1 775
select 3 3 301,2589,2621
select 4 21 1706,3560,10659,12050,14955,15431,15715,15733,15751,17709,29035,33006,35193,36686,36813,37663,45194,45261,45273,49700,49709
selfreport 4 1 2987
sell 4 1 4012
semi 4 4 38789,44272,48156,48290
seminar 4 5 1045,5390,5419,5514,42375
semoga 4 1 27872
senat 4 1 46675
senior 4 12 3221,7536,7559,10618,10620,10657,10724,10833,19248,28645,43612,49543
sens 4 4 7741,7803,28054,35131
sensit 3 1 651
sensit 4 9 373,989,6163,11447,17259,18872,26822,28575,36130
sentenc 4 1 4708
seosi 4 1 13773
sep 4 4 6680,11963,12064,12082
sepang 4 1 48296
separ 4 7 6920,14715,21044,22752,36012,39170,43809
septemb 4 4 2326,2349,45650,46632
sequenti 4 1 37954
serena 4 1 34930
sergio 1 1 1346
seri 1 4 1014,1091,1108,1127
seri 4 2 10170,36623
sero 4 2 23473,33126
seroconvers 4 3 20414,20522,20584
seroconvert 4 1 20560
seroposit 4 1 23432
serum 1 1 598
serv 4 17 840,2785,2899,7595,7668,8818,11331,18452,31590,31935,34422,35627,40529,42890,45421,46726,46963
servic 4 139 298,302,582,629,700,710,717,786,854,2731,2747,3376,3631,6410,7298,7341,8297,8691,8808,8987,8996,9015,9502,9559,10537,10577,10601,10714,10810,11483,11526,11529,12708,13206,13253,13262,13269,13346,13378,14530,14829,14990,15041,16533,17195,17210,17217,17219,17421,17471,18801,18815,20102,21159,21938,21978,22178,22215,23178,23701,23722,23731,26334,26528,26711,28105,28280,29128,29175,29343,29368,29415,29449,29472,29533,29568,30915,31143,33387,33647,34243,34508,34580,34697,34984,35082,35889,37065,37117,37145,37182,37251,37278,37290,37549,37587,37597,37817,37848,37976,38150,38161,38172,38185,38337,38583,39065,39345,39370,39400,39432,39444,39465,39493,39533,40102,40372,40406,40460,40469,40513,40790,40816,41327,42157,42574,42845,42942,42985,43024,43179,44452,44517,44632,44692,44748,45368,47169,48657
ses 4 26 12128,15894,15938,16021,16060,16095,16100,16115,16137,16154,16358,16392,16420,17351,17424,17460,17520,36186,36202,36279,36289,36329,36359,36384,36438,36451
session 4 19 5,9,658,2012,2084,5136,11298,12035,12519,12527,27616,29228,32531,35578,35616,40411,40441,40481,45484
set 4 44 28,100,287,1410,2946,4652,4818,9414,9515,11207,16811,19435,22206,25189,25482,25862,28321,28682,29104,29258,30021,30107,30157,30294,32962,33057,33987,34610,37303,40312,40321,40329,40636,41172,41769,42080,42167,42479,42874,45953,46536,46561,49039,49134
seth 4 1 27419
settlement 4 3 14833,32945,43094
setup 4 1 1820
seventh 4 2 1220,37720
sever 3 2 1712,2560
sever 4 11 305,13159,39212,39239,39285,45559,45762,45818,47438,47472,47487
sewa 4 8 35710,35748,35765,35790,35809,35846,35861,35895
sex 1 2 396,1030
sex 4 29 3363,3388,3435,3483,3520,3550,4371,4418,4425,4443,4467,4478,18079,21068,23514,23876,23892,23896,24632,25314,32981,33003,33027,33182,39823,40878,41009,47783,48812
sexual 4 33 2707,2756,2924,3157,3214,3309,3336,6944,9400,18338,18465,18501,18519,18605,18671,18688,19517,22658,22681,22716,22740,22807,23683,23862,23930,27506,27541,36098,40848,47761,47769,48679,48883
sf36 4 2 10650,10748
sfdph 4 1 34629
shah 4 3 42210,42215,48165
shaheen 4 1 29665
shamsul 4 1 6587
shanahan 4 2 30032,41076
shandilya 4 1 25194
shanita 4 1 15879
shannon 4 4 11604,14564,17571,44215
shapcott 4 1 6352
shape 4 7 14492,15545,27976,33970,42018,43994,49467
share 4 17 4942,5036,5697,6455,6469,20619,22158,25168,28351,31596,32304,33863,35008,35679,40719,44162,45471
sharkey 1 1 1138
sharon 4 1 31227
sharp 4 8 23204,23250,23270,23331,23340,23356,23372,23402
shawn 4 1 40555
shed 4 1 32287
shekell 3 1 2130
shelley 4 2 29129,34489
shelter 4 6 7070,9052,22826,27887,36137,46184
sheon 4 2 29139,34495
sherri 4 2 11145,41563
sherril 4 1 7229
sheryl 4 1 7939
shevon 4 1 34714
shift 4 5 23243,23352,25960,42233,42429
shigella 4 1 38282
shing 4 1 16745
shira 4 1 45398
shoot 4 1 8565
shop 4 2 44321,44368
shore 4 1 34250
shorr 3 1 2609
short 4 7 13291,21261,21449,22247,28771,29335,39849
shortcom 4 1 19598
shot 4 1 14720
shovel 4 1 1355
show 1 9 82,139,420,503,595,620,648,754,884
show 3 7 646,1430,1478,2084,2410,2482,2648
show 4 34 1466,1827,2175,2641,3488,4437,6288,8104,11219,12811,13041,14108,14758,17730,19052,19474,19567,22675,23075,23165,24889,24904,26736,26940,27320,31711,32266,37479,37503,47729,47831,48093,48424,49206
showcas 4 1 31622
shown 3 4 130,979,1731,2535
shown 4 6 1784,7862,22387,25493,26006,48604
shruti 4 2 20436,38731
sibai 4 1 18941
sibl 4 3 41690,47757,48444
sick 4 1 32403
siddharth 4 3 553,19782,33206
sif 4 5 13730,13752,13835,13902,44888
sign 3 1 2569
signal 4 6 140,45710,45727,45740,45773,45785
signific 3 9 148,1432,1684,1960,2204,2288,2412,2487,2650
signific 4 77 3092,3107,3523,3777,3996,4020,4041,4070,5988,6024,6245,6259,6276,6289,7877,9947,10012,10126,10805,11752,11779,11820,12352,12367,12777,12830,13358,13601,13624,14466,14760,15083,15817,16324,16341,16910,17523,17779,17981,18099,18373,18652,19076,19081,19269,19306,19337,23153,23191,23333,23406,23589,23907,24313,24653,26960,27330,28849,29009,31106,31712,32847,36661,39178,41885,41904,43305,45125,45311,47245,47603,48375,48607,48836,49193,49208,49568
silent 4 2 20151,20176
silva 4 4 2131,26174,26181,26480
silvia 1 1 1328
similar 3 4 254,557,1616,2260
similar 4 10 11802,12607,15917,21491,23621,25388,26149,31170,32144,42856
simm 4 1 34724
simon 4 1 882
simona 4 1 43957
simpl 4 3 19630,22036,31565
simul 4 4 45663,46421,46456,46565
simultan 4 3 9504,13592,18684
sinai 4 3 18714,20123,27654
sindhi 4 1 6037
singh 4 1 12439
singl 3 1 1153
singl 4 4 18857,23520,29922,32808
singleton 4 1 17923
sinus 1 3 83,421,717
siobhan 4 1 7242
sison 4 1 38142
site 4 24 4695,8489,15598,15666,15738,21165,21426,21868,24077,24300,25794,25882,25893,29290,29308,33018,34140,41299,46284,49599,49693,49705,49740,49768
situat 4 2 5270,15236
sixth 4 2 3038,47498
sixti 4 3 15124,23316,35363
size 3 1 1724
size 4 2 599,48545
skill 4 13 1427,1458,14972,20216,29720,29886,29973,31158,34684,43087,43140,43189,43386
skim 4 3 45284,45319,45345
sl 1 1 1230
slater 3 1 223
slight 4 2 2787,6779
slow 4 2 25679,46707
slum 4 69 536,574,592,615,641,650,675,737,765,826,837,1699,1809,6573,6616,11384,11398,11410,11421,11431,11437,11451,11461,11474,11555,14832,14902,14981,19778,19812,19843,19903,19912,19921,20065,20692,20710,25345,25426,28727,31493,31703,31741,33132,33152,33199,33205,33229,33256,33260,33276,33291,33317,33330,33347,33399,33406,33421,33430,33438,33440,33482,42740,42796,42803,42825,42870,42919,43161
slutsker 4 1 886
sm 1 2 1203,1285
small 3 1 1722
small 4 13 1465,6644,10094,10162,10891,12523,13707,17699,31828,31887,33242,41498,41539
smaller 3 1 2170
smallpox 4 1 32514
smear 4 2 32209,32275
smile 4 3 5374,5391,5473
smith 4 2 29669,43964
smk 4 5 48279,48283,48293,48298,48303
smoke 1 1 398
smoke 2 1 127
smoke 4 49 9681,9711,9722,9741,9762,9781,9808,9813,9829,9866,9878,9920,9936,9945,10004,12972,14474,15867,15905,15933,16047,16055,16086,16090,16102,16141,16146,16160,16165,17263,25222,25260,25293,25359,25508,25532,32187,32644,32728,32769,32775,32783,44005,44040,44043,44067,44116,44136,44185
smoker 4 2 41977,42121
smucker 4 1 30986
smuggl 4 1 6953
snapshot 4 1 13326
snif 4 1 48456
snow 4 1 15488
snyder 4 2 28020,28076
sobrieti 4 3 40550,40596,40656
social 4 108 756,842,2880,3374,3846,7123,7711,8181,8276,8320,9186,9470,9558,10145,10319,11187,11380,11552,11808,11838,12977,14066,14348,14435,14523,15996,16266,17223,17227,17804,17811,18155,18703,18720,18728,18793,18806,18894,19035,19125,19569,20240,20799,20813,20874,20899,20946,21053,21056,24335,24983,26210,27227,28469,31329,31535,31587,32717,33030,33364,33900,33958,33982,34045,34059,34842,34851,34886,35025,35052,35813,35874,36967,36975,36982,36987,36995,37944,37970,38623,40431,40559,41952,42029,42035,42058,42096,42101,42136,42347,42473,42549,44397,44502,44689,44722,44745,44936,45022,46864,47403,48628,48710,48828,48851,48899,49499,49506
societ 4 1 19770
societi 4 7 4127,4514,19809,20257,32617,38484,49518
socio 4 19 1590,2256,2428,7772,7787,7857,8237,12511,13030,13493,16187,16976,17047,17156,17239,36916,38769,43996,44063
sociocultur 4 1 43940
sociodemograph 4 8 10208,14364,14394,17560,17621,18643,20608,47477
socioeconom 4 27 3008,10718,11163,11857,11961,12365,15863,15892,15907,15926,17296,17349,17838,17875,25321,26899,30387,36161,36184,36268,36461,36518,36902,36951,38988,45126,47285
sociolog 4 2 8322,41967
sodium 3 1 1046
softwar 4 4 7588,9096,29326,40620
soil 4 6 24256,24361,24379,24393,24422,24445
sola 4 1 47645
sole 4 3 27518,40590,44710
solubl 3 1 351
solut 4 10 8374,13501,15572,27969,40560,43426,43457,44440,46011,47695
somerset 4 1 15969
sonya 4 1 25930
sop 4 1 49742
sorensen 4 1 12670
sort 4 2 12552,12576
sought 4 3 13745,37778,40137
sound 4 2 10944,45987
sourc 4 14 1547,7583,8616,8961,9003,12731,17171,17347,17408,20982,30757,32800,35754,45159
south 4 5 24751,25185,34005,35726,38309
southwest 4 1 32132
space 4 5 8873,13999,16853,43056,49348
spanish 4 3 861,912,27724
spasm 1 2 512,933
spatial 4 20 7850,7887,8189,8229,8260,8272,8277,10963,11679,12767,12846,16259,16969,17107,19607,19708,46848,46919,47049,47076
speak 4 10 862,913,27722,27725,37012,37099,37135,37247,37279,48906
special 3 1 2500
special 4 9 697,5067,7058,9561,15047,18976,27112,27134,46243
specialist 4 10 5216,5272,5298,13230,26598,26622,26652,35324,35371,35429
specialti 4 4 17701,20391,26607,42318
specif 4 34 1489,2828,3710,5344,5441,5849,6080,10808,11881,11950,12413,15813,19200,23957,24148,25059,25774,30177,30257,33467,34125,35681,35858,40413,42690,43816,43848,44491,46534,47130,49012,49073,49490,49741
spectrum 4 1 47435
specul 1 1 1037
speech 4 1 41239
speedbal 4 1 38904
spencer 4 1 31225
spend 4 2 1813,1830
sphere 4 3 20718,20728,20766
spheric 3 1 388
spira 4 1 12880
spirit 4 1 31926
spiritu 4 2 35337,49501
spite 4 2 21302,44328
sponsor 4 1 34943
spontan 4 1 16551
spot 4 2 19764,32929
spous 4 1 37711
spps 4 1 33066
spread 4 5 5203,25642,25674,45473,47714
spring 4 2 1229,22713
springer 4 1 49849
spss 4 1 48787
sputum 4 2 22064,22090
squar 4 1 3986
sri 4 1 48280
sritanjung 4 1 48299
srivastava 4 3 19785,31474,33209
st 1 11 36,86,95,275,428,439,454,631,724,735,837
st 4 8 5380,5458,16749,27037,27141,39350,41815,47108
stabil 3 1 1181
stabil 4 4 11557,13542,38773,38926
stabl 3 3 192,1824,2695
stabl 4 3 8695,27391,38990
staci 4 1 48650
staff 4 9 1029,7305,18847,18870,28315,29184,29246,38338,43015
stage 4 9 4930,4959,9889,9903,9913,9940,15389,29101,49582
stakehold 4 6 28048,28537,35756,44751,44853,46693
stallkamp 4 1 6581
stand 4 1 2737
standard 3 1 1183
standard 4 17 351,4810,6283,10644,14397,16064,17405,24144,26069,26589,28241,28249,28379,32940,36278,36347,43929
standish 4 1 45060
starch 4 1 17393
start 1 1 577
start 3 2 1366,2675
start 4 3 31600,33292,40686
stata 4 3 12131,23825,33065
state 4 50 1714,4763,5555,5567,5590,5619,7227,7240,7252,7262,7755,9461,10947,19391,24126,24136,24552,25569,25717,26171,26197,26277,26499,26580,27039,27138,28233,28263,28326,28340,28374,28387,28565,28580,28706,30265,32105,32517,32658,33556,33804,34258,36764,36808,41222,43667,45889,46415,47551,48988
statement 4 4 9827,9834,36176,48861
statin 2 3 142,320,328
station 4 2 25620,46386
statist 3 1 1959
statist 4 18 1232,1777,3776,7865,10965,13067,14759,15816,17778,17891,18098,19075,22037,23906,24103,24230,33050,36310
status 4 46 227,3009,5707,5860,9677,9809,10494,10594,10646,10788,10797,12065,12973,15144,15319,15893,16078,16130,16189,16978,17297,17350,18082,18734,20967,21706,25322,26900,34272,35925,35988,36162,36185,36239,36754,36866,36903,36918,36952,36964,37006,38023,38893,41004,47607,48019
stay 3 1 2456
stay 4 2 22823,38810
stds 4 1 8726
steadi 4 5 22616,22756,22773,22871,22881
steadili 4 1 811
steal 4 1 48462
steepli 3 1 521
stefano 1 1 1334
steffani 4 3 21564,39584,44783
stegun 4 1 37029
steinfeld 4 1 9211
stem 4 1 42005
step 4 10 1511,9634,24947,35334,35412,37212,40505,42266,44454,45019
stephani 4 1 16197
stephen 4 1 2722
stephenson 3 1 246
stephenson 4 1 41302
steven 4 2 267,49533
steward 4 1 5547
sti 4 2 3312,15651
stigma 4 12 27023,27085,27089,27102,27162,27221,27266,27291,27325,27372,27379,41439
stigmat 4 1 27056
stillman 4 2 32599,43968
stimul 3 3 53,85,2521
stimuli 1 1 1063
stock 4 1 8780
stone 3 1 745
stone 4 1 32362
stool 4 1 23521
stop 3 1 1423
storag 4 1 38567
store 4 32 16331,16345,16366,16380,17411,17413,17416,17516,17695,17740,17756,17773,30231,44318,44349,44357,44371,45097,45165,45169,45172,45192,45216,45219,45223,45235,45242,45259,45305,45309,45356,45360
stori 4 4 6980,40545,40631,40747
storm 4 1 27707
strain 4 1 30953
stranger 4 1 18394
strata 4 2 18025,24177
strateg 4 2 5564,11253
strategi 4 26 1043,8454,15690,16660,16774,19830,24260,24452,25128,25141,25144,26814,31310,31545,32773,32843,33473,34774,34824,35461,35806,37128,37565,40088,41384,44338
strathde 4 3 21566,39586,44785
stratif 4 3 12078,13022,14345
stratifi 4 5 1708,10654,12318,45183,48273
straus 4 1 37666
streamlin 4 3 13345,29120,29206
street 4 11 3154,3222,12744,13133,13145,17682,18538,27869,27930,27973,44173
strength 4 3 11989,34515,34690
strengthen 4 8 836,11551,20091,22171,31380,42923,42993,47892
stress 1 5 208,235,948,998,1156
stress 4 11 1062,4891,6303,14428,14505,19177,19199,20955,20977,21140,28022
stressor 4 2 10267,11745
stride 4 1 33730
strive 4 1 24466
strobino 4 1 14250
stroke 4 9 5385,5426,5443,5455,5478,5494,5502,45571,45793
strong 4 17 4558,10253,11335,13850,15102,16894,19179,25972,29835,31051,33723,34660,36700,38979,43373,47037,47402
stronger 4 3 23091,23137,49234
structur 4 25 5059,7125,8833,10625,11971,12993,15762,15807,17544,18530,22908,24987,26699,27961,28525,36726,36858,37650,39437,41485,44273,44331,44542,44891,45023
struggl 4 2 20198,40548
stubborn 4 1 48998
student 2 1 8
student 4 43 1222,3937,3977,4118,8013,9258,9324,9327,9345,9361,27106,27129,27193,27215,27382,30446,31235,31353,31385,31745,31781,31957,31973,31997,33569,33612,33625,33641,33727,34799,42278,42443,47500,47508,48152,48264,48271,48334,48404,48411,48412,48429,48446
studi 2 2 154,402
studi 3 15 472,530,645,1093,1124,1261,1613,1636,1859,1909,2069,2082,2112,2396,2422
